codice_scuola|classi|descrizione_indirizzo
"RCMM846017"|3|"30 ore settimanali"
"RCMM847013"|1|"30 ore settimanali"
"RCMM847013"|4|"tempo prolungato a 36 ore settimanali"
"RCMM84801V"|3|"tempo prolungato da 37 a 40 ore settimanali"
"RCMM84802X"|1|"tempo prolungato da 37 a 40 ore settimanali"
"RCMM84901P"|3|"tempo prolungato a 36 ore settimanali"
"RCMM85001V"|6|"30 ore settimanali"
"RCMM85101P"|5|"tempo prolungato da 37 a 40 ore settimanali"
"RCMM85201E"|2|"tempo prolungato a 36 ore settimanali"
"RCMM85202G"|1|"tempo prolungato a 36 ore settimanali"
"RCMM85301A"|5|"30 ore settimanali"
"RCMM85301A"|1|"tempo prolungato a 36 ore settimanali"
"RCMM85303C"|1|"30 ore settimanali"
"RCMM854016"|2|"30 ore settimanali"
"RCMM854016"|1|"tempo prolungato a 36 ore settimanali"
"RCMM855012"|4|"30 ore settimanali"
"RCMM855012"|1|"tempo prolungato a 36 ore settimanali"
"RCMM855023"|1|"30 ore settimanali"
"RCMM855023"|1|"tempo prolungato a 36 ore settimanali"
"RCMM85701N"|2|"30 ore settimanali"
"RCMM85701N"|2|"tempo prolungato a 36 ore settimanali"
"RCMM85702P"|3|"30 ore settimanali"
"RCPC001014"|2|"CLASSICO"
"RCPC01000T"|3|"CLASSICO EUROPEO/ INTERNAZIONALE"
"RCPC01000T"|2|"CLASSICO"
"RCPC019019"|2|"CLASSICO"
"RCPC022015"|2|"SCIENTIFICO"
"RCPC023011"|3|"CLASSICO"
"RCPC02901X"|4|"CLASSICO"
"RCPC050008"|7|"CLASSICO"
"RCPM010002"|3|"LINGUISTICO"
"RCPM010002"|2|"SCIENZE UMANE"
"RCPM010002"|1|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RCPM02000L"|3|"LINGUISTICO"
"RCPM02000L"|3|"SCIENZE UMANE"
"RCPM02000L"|1|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RCPM030007"|1|"CLASSICO"
"RCPM030007"|1|"SCIENTIFICO"
"RCPM030007"|2|"LINGUISTICO"
"RCPM030007"|1|"SCIENZE UMANE"
"RCPM04000T"|3|"LINGUISTICO"
"RCPM04000T"|6|"SCIENZE UMANE"
"RCPM04000T"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RCPM05000C"|2|"LINGUISTICO"
"RCPM05000C"|3|"SCIENZE UMANE"
"RCPM05000C"|1|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RCPM05001D"|1|"MUSICALE E COREUTICO - SEZIONE MUSICALE"
"RCPS007016"|1|"CLASSICO"
"RCPS007016"|3|"SCIENTIFICO"
"RCPS008012"|3|"SCIENTIFICO"
"RCPS008012"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"RCPS010001"|14|"SCIENTIFICO"
"RCPS010001"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"RCPS01101T"|1|"SCIENTIFICO"
"RCPS014019"|5|"SCIENTIFICO"
"RCPS016011"|4|"SCIENTIFICO"
"RCPS01701R"|2|"SCIENTIFICO"
"RCPS01702T"|2|"SCIENTIFICO"
"RCPS01901C"|5|"SCIENTIFICO"
"RCPS030006"|6|"SCIENTIFICO"
"RCPS030006"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"RCPS04000R"|5|"SCIENTIFICO"
"RCPS04000R"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"RCPS060002"|5|"SCIENTIFICO"
"RCRA01401V"|2|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RCRA018016"|2|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RCRA026015"|1|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RCRC00301B"|2|"SERVIZI COMMERCIALI"
"RCRC00701P"|2|"SERVIZI COMMERCIALI"
"RCRC026025"|2|"SERVIZI COMMERCIALI"
"RCRH00301L"|6|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RCRH080001"|7|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RCRH080012"|3|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RCRH100001"|11|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RCRI010006"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"RCRI010006"|2|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"RCRI010017"|2|"SERVIZI SOCIO-SANITARI - ODONTOTECNICO"
"RCRI010017"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"RCRI02101N"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"RCRI02701L"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"RCRI02702N"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"RCRI02702N"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"RCRI02702N"|1|"V.O. PROF. PER L'INDUSTRIA E L'ARTIGIANATO"
"RCSD02301E"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RCSD02801N"|1|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RCSD02901D"|3|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RCSD03000L"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RCSL01000T"|3|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RCSL010507"|1|"V.O. ARTISTICO"
"RCSL01201E"|1|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RCTA009017"|1|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"RCTA02101T"|2|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"RCTD001013"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD00801T"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD013019"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD013019"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RCTD014015"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD01601R"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RCTD01602T"|1|"V.O. TECNICO COMMERCIALE"
"RCTD01801C"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD01801C"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RCTD027017"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD028013"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD028013"|1|"TURISMO"
"RCTD050007"|7|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD050007"|4|"TURISMO"
"RCTD05050L"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD09000N"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTD100003"|5|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RCTF00901X"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RCTF00901X"|1|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"RCTF00901X"|1|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"RCTF010003"|6|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RCTF01301G"|2|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"RCTF01301G"|2|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"RCTF01701V"|1|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"RCTF02201A"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"RCTF030008"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RCTF030008"|2|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"RCTF030008"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"RCTF030008"|2|"GRAFICA E COMUNICAZIONE"
"RCTF04000V"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"RCTL010007"|1|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"RCTL010007"|4|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RCTL01201X"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RCTN01101G"|3|"TURISMO"
"REEE00301L"|2|"tempo pieno per 40 ore settimanali"
"REEE00303P"|2|"tempo pieno per 40 ore settimanali"
"REEE00304Q"|3|"27 ore settimanali"
"REEE00305R"|1|"27 ore settimanali"
"REEE00307V"|1|"27 ore settimanali"
"REEE00308X"|2|"tempo pieno per 40 ore settimanali"
"REEE00801Q"|1|"da 28 a 30 ore settimanali"
"REEE00804V"|2|"da 28 a 30 ore settimanali"
"REEE008072"|1|"da 28 a 30 ore settimanali"
"REEE008094"|3|"da 28 a 30 ore settimanali"
"REEE008106"|1|"da 28 a 30 ore settimanali"
"REEE008106"|2|"tempo pieno per 40 ore settimanali"
"REEE008139"|2|"tempo pieno per 40 ore settimanali"
"REEE01001Q"|2|"tempo pieno per 40 ore settimanali"
"REEE01003T"|1|"27 ore settimanali"
"REEE01005X"|2|"27 ore settimanali"
"REEE010072"|2|"27 ore settimanali"
"REEE010094"|1|"27 ore settimanali"
"REEE010106"|1|"27 ore settimanali"
"REEE01201B"|3|"tempo pieno per 40 ore settimanali"
"REEE03601X"|2|"27 ore settimanali"
"REEE03601X"|1|"tempo pieno per 40 ore settimanali"
"REEE036021"|1|"da 28 a 30 ore settimanali"
"REEE036032"|2|"tempo pieno per 40 ore settimanali"
"REEE036087"|3|"27 ore settimanali"
"REEE03611B"|2|"27 ore settimanali"
"REEE03611B"|2|"tempo pieno per 40 ore settimanali"
"REEE03612C"|1|"da 28 a 30 ore settimanali"
"REEE03801G"|1|"da 28 a 30 ore settimanali"
"REEE06001R"|2|"27 ore settimanali"
"REEE060073"|1|"27 ore settimanali"
"REEE060084"|2|"tempo pieno per 40 ore settimanali"
"REEE06201C"|2|"27 ore settimanali"
"REEE06202D"|2|"27 ore settimanali"
"REEE06206N"|2|"tempo pieno per 40 ore settimanali"
"REEE07601A"|1|"27 ore settimanali"
"REEE07602B"|2|"27 ore settimanali"
"REEE07603C"|2|"tempo pieno per 40 ore settimanali"
"REEE81001P"|2|"da 28 a 30 ore settimanali"
"REEE81002Q"|3|"da 28 a 30 ore settimanali"
"REEE81003R"|2|"tempo pieno per 40 ore settimanali"
"REEE81004T"|1|"da 28 a 30 ore settimanali"
"REEE81101E"|3|"27 ore settimanali"
"REEE81101E"|1|"tempo pieno per 40 ore settimanali"
"REEE81201A"|2|"da 28 a 30 ore settimanali"
"REEE81202B"|1|"da 28 a 30 ore settimanali"
"REEE81204D"|1|"da 28 a 30 ore settimanali"
"REEE81204D"|2|"tempo pieno per 40 ore settimanali"
"REEE813016"|2|"27 ore settimanali"
"REEE813016"|1|"tempo pieno per 40 ore settimanali"
"REEE813027"|2|"27 ore settimanali"
"REEE813027"|1|"da 28 a 30 ore settimanali"
"REEE814012"|2|"da 28 a 30 ore settimanali"
"REEE814023"|1|"tempo pieno per 40 ore settimanali"
"REEE814034"|2|"da 28 a 30 ore settimanali"
"REEE81501T"|1|"27 ore settimanali"
"REEE81502V"|1|"27 ore settimanali"
"REEE81503X"|1|"27 ore settimanali"
"REEE815041"|1|"27 ore settimanali"
"REEE81601N"|1|"da 28 a 30 ore settimanali"
"REEE81602P"|1|"da 28 a 30 ore settimanali"
"REEE81603Q"|1|"da 28 a 30 ore settimanali"
"REEE81604R"|1|"da 28 a 30 ore settimanali"
"REEE81701D"|2|"da 28 a 30 ore settimanali"
"REEE81703G"|1|"27 ore settimanali"
"REEE818019"|3|"da 28 a 30 ore settimanali"
"REEE818019"|2|"tempo pieno per 40 ore settimanali"
"REEE819015"|1|"da 28 a 30 ore settimanali"
"REEE819026"|1|"27 ore settimanali"
"REEE819037"|1|"27 ore settimanali"
"REEE819048"|1|"da 28 a 30 ore settimanali"
"REEE819059"|1|"da 28 a 30 ore settimanali"
"REEE820019"|4|"da 28 a 30 ore settimanali"
"REEE821015"|1|"27 ore settimanali"
"REEE821015"|1|"tempo pieno per 40 ore settimanali"
"REEE821026"|1|"27 ore settimanali"
"REEE821037"|1|"27 ore settimanali"
"REEE822011"|2|"27 ore settimanali"
"REEE822011"|1|"tempo pieno per 40 ore settimanali"
"REEE82301R"|2|"27 ore settimanali"
"REEE82301R"|1|"tempo pieno per 40 ore settimanali"
"REEE82302T"|1|"27 ore settimanali"
"REEE82302T"|1|"tempo pieno per 40 ore settimanali"
"REEE82303V"|1|"da 28 a 30 ore settimanali"
"REEE82401L"|1|"da 28 a 30 ore settimanali"
"REEE82402N"|1|"tempo pieno per 40 ore settimanali"
"REEE82403P"|2|"da 28 a 30 ore settimanali"
"REEE82405R"|1|"da 28 a 30 ore settimanali"
"REEE82405R"|2|"tempo pieno per 40 ore settimanali"
"REEE826018"|1|"tempo pieno per 40 ore settimanali"
"REEE826029"|1|"da 28 a 30 ore settimanali"
"REEE827014"|4|"da 28 a 30 ore settimanali"
"REEE827025"|1|"da 28 a 30 ore settimanali"
"REEE827025"|1|"tempo pieno per 40 ore settimanali"
"REEE82801X"|2|"da 28 a 30 ore settimanali"
"REEE82801X"|2|"tempo pieno per 40 ore settimanali"
"REEE828021"|2|"27 ore settimanali"
"REEE82901Q"|4|"27 ore settimanali"
"REEE82902R"|2|"27 ore settimanali"
"REEE83001X"|1|"27 ore settimanali"
"REEE830021"|1|"tempo pieno per 40 ore settimanali"
"REEE830032"|2|"tempo pieno per 40 ore settimanali"
"REEE83101Q"|2|"27 ore settimanali"
"REEE83101Q"|3|"tempo pieno per 40 ore settimanali"
"REEE83102R"|1|"27 ore settimanali"
"REEE83201G"|3|"27 ore settimanali"
"REEE83203N"|1|"27 ore settimanali"
"REEE83301B"|2|"27 ore settimanali"
"REEE83301B"|2|"tempo pieno per 40 ore settimanali"
"REEE83302C"|2|"27 ore settimanali"
"REEE83302C"|1|"tempo pieno per 40 ore settimanali"
"REEE83303D"|1|"27 ore settimanali"
"REEE83303D"|1|"tempo pieno per 40 ore settimanali"
"REEE834017"|2|"da 28 a 30 ore settimanali"
"REEE834028"|2|"tempo pieno per 40 ore settimanali"
"REEE834039"|3|"tempo pieno per 40 ore settimanali"
"REEE835013"|1|"27 ore settimanali"
"REEE835013"|3|"tempo pieno per 40 ore settimanali"
"REEE835035"|3|"27 ore settimanali"
"REEE835035"|2|"tempo pieno per 40 ore settimanali"
"REEE83601V"|2|"27 ore settimanali"
"REEE83602X"|1|"27 ore settimanali"
"REEE836031"|2|"27 ore settimanali"
"REEE836042"|1|"tempo pieno per 40 ore settimanali"
"REEE83701P"|3|"27 ore settimanali"
"REEE83702Q"|1|"27 ore settimanali"
"REEE83702Q"|1|"tempo pieno per 40 ore settimanali"
"REEE83703R"|2|"tempo pieno per 40 ore settimanali"
"REEE83801E"|1|"27 ore settimanali"
"REEE83801E"|1|"tempo pieno per 40 ore settimanali"
"REEE83802G"|1|"27 ore settimanali"
"REEE83803L"|2|"27 ore settimanali"
"REEE83903C"|1|"27 ore settimanali"
"REEE84001E"|1|"da 28 a 30 ore settimanali"
"REEE84002G"|1|"da 28 a 30 ore settimanali"
"REEE84003L"|1|"da 28 a 30 ore settimanali"
"REEE84004N"|3|"da 28 a 30 ore settimanali"
"REEE84005P"|3|"tempo pieno per 40 ore settimanali"
"REEE84101A"|2|"27 ore settimanali"
"REEE842016"|1|"da 28 a 30 ore settimanali"
"REEE842027"|1|"da 28 a 30 ore settimanali"
"REEE842038"|1|"da 28 a 30 ore settimanali"
"REEE843012"|2|"da 28 a 30 ore settimanali"
"REEE843012"|1|"tempo pieno per 40 ore settimanali"
"REEE843023"|1|"da 28 a 30 ore settimanali"
"REEE84401T"|1|"27 ore settimanali"
"REEE84402V"|1|"27 ore settimanali"
"REEE84403X"|2|"27 ore settimanali"
"REEE844041"|2|"27 ore settimanali"
"REEE844052"|1|"27 ore settimanali"
"REEE844052"|1|"tempo pieno per 40 ore settimanali"
"REMM00100V"|7|"30 ore settimanali"
"REMM00101X"|4|"30 ore settimanali"
"REMM00200P"|8|"30 ore settimanali"
"REMM02200X"|9|"30 ore settimanali"
"REMM06500T"|2|"30 ore settimanali"
"REMM118005"|11|"30 ore settimanali"
"REMM120005"|10|"30 ore settimanali"
"REMM81001N"|9|"30 ore settimanali"
"REMM81101D"|4|"30 ore settimanali"
"REMM812019"|5|"30 ore settimanali"
"REMM813015"|2|"30 ore settimanali"
"REMM813026"|3|"30 ore settimanali"
"REMM814011"|4|"30 ore settimanali"
"REMM81501R"|2|"30 ore settimanali"
"REMM81601L"|1|"30 ore settimanali"
"REMM81602N"|1|"30 ore settimanali"
"REMM81701C"|2|"30 ore settimanali"
"REMM818018"|4|"30 ore settimanali"
"REMM819014"|1|"30 ore settimanali"
"REMM819025"|2|"30 ore settimanali"
"REMM820018"|5|"30 ore settimanali"
"REMM821014"|3|"30 ore settimanali"
"REMM821025"|2|"30 ore settimanali"
"REMM82201X"|5|"30 ore settimanali"
"REMM82301Q"|3|"30 ore settimanali"
"REMM82302R"|2|"30 ore settimanali"
"REMM82401G"|5|"30 ore settimanali"
"REMM826017"|1|"tempo prolungato a 36 ore settimanali"
"REMM827013"|5|"30 ore settimanali"
"REMM82801V"|3|"30 ore settimanali"
"REMM82802X"|2|"30 ore settimanali"
"REMM82901P"|2|"30 ore settimanali"
"REMM82902Q"|3|"30 ore settimanali"
"REMM83001V"|4|"30 ore settimanali"
"REMM83101P"|3|"30 ore settimanali"
"REMM83101P"|2|"tempo prolungato a 36 ore settimanali"
"REMM83201E"|4|"30 ore settimanali"
"REMM83301A"|7|"30 ore settimanali"
"REMM834016"|6|"30 ore settimanali"
"REMM835012"|5|"30 ore settimanali"
"REMM835023"|4|"30 ore settimanali"
"REMM83601T"|6|"30 ore settimanali"
"REMM83701N"|7|"30 ore settimanali"
"REMM83801D"|2|"30 ore settimanali"
"REMM83802E"|3|"30 ore settimanali"
"REMM839019"|5|"30 ore settimanali"
"REMM83902A"|1|"30 ore settimanali"
"REMM84001D"|6|"30 ore settimanali"
"REMM841019"|7|"30 ore settimanali"
"REMM841019"|7|"da 31 a 33 ore settimanali"
"REMM842015"|1|"30 ore settimanali"
"REMM843011"|3|"30 ore settimanali"
"REMM843011"|1|"tempo prolungato a 36 ore settimanali"
"REMM843011"|1|"tempo prolungato da 37 a 40 ore settimanali"
"REMM84401R"|3|"30 ore settimanali"
"REMM84402T"|5|"30 ore settimanali"
"REPC02000N"|2|"CLASSICO"
"REPC02000N"|3|"SCIENTIFICO"
"REPC02000N"|2|"LINGUISTICO"
"REPC030008"|4|"CLASSICO"
"REPC030008"|6|"SCIENTIFICO"
"REPM002019"|2|"SCIENTIFICO"
"REPM002019"|1|"LINGUISTICO"
"REPM002019"|1|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"REPM010007"|4|"LINGUISTICO"
"REPM010007"|4|"SCIENZE UMANE"
"REPM010007"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"REPM010007"|1|"MUSICALE E COREUTICO - SEZIONE COREUTICA"
"REPS003014"|2|"SCIENTIFICO"
"REPS003014"|2|"LINGUISTICO"
"REPS00401X"|2|"SCIENTIFICO"
"REPS00601G"|1|"SCIENTIFICO"
"REPS00601G"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"REPS03000B"|6|"SCIENTIFICO"
"REPS03000B"|3|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"REPS03000B"|3|"LINGUISTICO"
"RERA00801R"|1|"IeFP-SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RERA00801R"|3|"IeFP-ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA"
"RERA00801R"|2|"IeFP-MANUTENZIONE E ASSISTENZA TECNICA"
"RERA00901L"|2|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RERA030001"|1|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RERA030001"|6|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RERC01000P"|8|"SERVIZI COMMERCIALI"
"RERC010504"|1|"V.O. PROF. PER I SERVIZI COMMERCIALI E TURISTICI"
"RERF012015"|2|"SERVIZI SOCIO-SANITARI"
"RERF013011"|2|"SERVIZI SOCIO-SANITARI"
"RERF013011"|3|"SERVIZI COMMERCIALI"
"RERF013022"|2|"SERVIZI COMMERCIALI"
"RERH008011"|13|"IeFP-ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA"
"RERI003019"|2|"SERVIZI SOCIO-SANITARI"
"RERI003019"|3|"MANUTENZIONE E ASSISTENZA TECNICA"
"RERI004015"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"RERI004026"|2|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"RERI011018"|5|"MANUTENZIONE E ASSISTENZA TECNICA"
"RERI011018"|3|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"RERI012014"|5|"SERVIZI SOCIO-SANITARI"
"RERI012014"|3|"SERVIZI SOCIO-SANITARI - ODONTOTECNICO"
"RERI012014"|2|"SERVIZI SOCIO-SANITARI - OTTICO"
"RERI01301X"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"RERI070003"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"RESD01000L"|6|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RETA00901C"|5|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"RETA00901C"|3|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"RETD002014"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RETD002014"|1|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"RETD002014"|1|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"RETD002014"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RETD00301X"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RETD00301X"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RETD00401Q"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RETD00401Q"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RETD00401Q"|2|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"RETD00601B"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RETD00601B"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RETD007017"|7|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RETD02000L"|7|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RETD02000L"|3|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RETD02000L"|2|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RETE00701P"|5|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RETF004023"|2|"GRAFICA E COMUNICAZIONE"
"RETF011015"|6|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RETF011015"|2|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"RETF011015"|2|"SISTEMA MODA - BIENNIO COMUNE"
"RETL01000C"|3|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RETL020003"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RETL020003"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"RETL020003"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RETL020003"|2|"SCIENTIFICO"
"RETN008011"|1|"TURISMO"
"RGEE003017"|4|"da 28 a 30 ore settimanali"
"RGEE004024"|4|"da 28 a 30 ore settimanali"
"RGEE00701E"|3|"da 28 a 30 ore settimanali"
"RGEE00801A"|4|"da 28 a 30 ore settimanali"
"RGEE009016"|4|"da 28 a 30 ore settimanali"
"RGEE01001A"|2|"27 ore settimanali"
"RGEE01401N"|4|"27 ore settimanali"
"RGEE01503G"|6|"27 ore settimanali"
"RGEE018022"|2|"da 28 a 30 ore settimanali"
"RGEE018044"|2|"da 28 a 30 ore settimanali"
"RGEE02101R"|4|"da 28 a 30 ore settimanali"
"RGEE022147"|5|"da 28 a 30 ore settimanali"
"RGEE026021"|2|"27 ore settimanali"
"RGEE026032"|2|"27 ore settimanali"
"RGEE02801G"|3|"27 ore settimanali"
"RGEE02901B"|3|"da 28 a 30 ore settimanali"
"RGEE03001G"|4|"27 ore settimanali"
"RGEE032017"|5|"27 ore settimanali"
"RGEE032017"|1|"tempo pieno per 40 ore settimanali"
"RGEE033013"|2|"da 28 a 30 ore settimanali"
"RGEE033068"|3|"da 28 a 30 ore settimanali"
"RGEE03402X"|4|"da 28 a 30 ore settimanali"
"RGEE03501P"|3|"da 28 a 30 ore settimanali"
"RGEE035071"|1|"da 28 a 30 ore settimanali"
"RGEE035071"|1|"tempo pieno per 40 ore settimanali"
"RGEE03604N"|3|"27 ore settimanali"
"RGEE03701A"|4|"da 28 a 30 ore settimanali"
"RGEE039012"|5|"27 ore settimanali"
"RGEE040027"|2|"27 ore settimanali"
"RGEE040038"|3|"27 ore settimanali"
"RGEE040049"|1|"27 ore settimanali"
"RGEE04007C"|1|"27 ore settimanali"
"RGEE80001P"|1|"da 28 a 30 ore settimanali"
"RGEE80102G"|1|"da 28 a 30 ore settimanali"
"RGEE80202B"|3|"27 ore settimanali"
"RGEE803016"|2|"27 ore settimanali"
"RGEE804012"|1|"27 ore settimanali"
"RGEE80501T"|2|"da 28 a 30 ore settimanali"
"RGEE80601N"|1|"da 28 a 30 ore settimanali"
"RGEE80602P"|1|"27 ore settimanali"
"RGEE80701D"|2|"27 ore settimanali"
"RGEE808019"|2|"27 ore settimanali"
"RGEE809015"|2|"da 28 a 30 ore settimanali"
"RGEE809026"|1|"da 28 a 30 ore settimanali"
"RGEE810019"|2|"da 28 a 30 ore settimanali"
"RGEE81005D"|1|"da 28 a 30 ore settimanali"
"RGEE811015"|3|"da 28 a 30 ore settimanali"
"RGEE812011"|3|"da 28 a 30 ore settimanali"
"RGEE81301R"|2|"27 ore settimanali"
"RGEE81302T"|1|"27 ore settimanali"
"RGEE81303V"|1|"27 ore settimanali"
"RGEE81401L"|2|"27 ore settimanali"
"RGEE81501C"|1|"da 28 a 30 ore settimanali"
"RGEE816018"|2|"27 ore settimanali"
"RGEE817014"|2|"27 ore settimanali"
