codscu|area_didattica|immatricolati
"VATF026016"|"INGEGNERIA"|"28.4"
"VATF026016"|"ECONOMICO-STATISTICA"|"13.6"
"VATF026016"|"SCIENTIFICA"|"3.4"
"VATF026016"|"POLITICO-SOCIALE"|"4.5"
"VATF026016"|"GEO-BIOLOGICA"|"9.1"
"VATF026016"|"CHIMICO-FARMACEUTICA"|"11.4"
"VATF026016"|"EDUCAZIONE FISICA"|"2.3"
"VATF026016"|"LETTERARIA"|"2.3"
"VATF026016"|"GIURIDICA"|"2.3"
"VATF026016"|"MEDICA"|"11.4"
"VATF026016"|"ARCHITETTURA"|"5.7"
"VATF026016"|"AGRARIO"|"5.7"
"VATL013018"|"INGEGNERIA"|"44.7"
"VATL013018"|"ECONOMICO-STATISTICA"|"7.9"
"VATL013018"|"SCIENTIFICA"|"2.6"
"VATL013018"|"GEO-BIOLOGICA"|"5.3"
"VATL013018"|"EDUCAZIONE FISICA"|"2.6"
"VATL013018"|"PSICOLOGICA"|"2.6"
"VATL013018"|"GIURIDICA"|"5.3"
"VATL013018"|"ARCHITETTURA"|"21.1"
"VATL013018"|"AGRARIO"|"7.9"
"VBPS00101A"|"INGEGNERIA"|"7.1"
"VBPS00101A"|"ECONOMICO-STATISTICA"|"14.3"
"VBPS00101A"|"SCIENTIFICA"|"3.6"
"VBPS00101A"|"POLITICO-SOCIALE"|"21.4"
"VBPS00101A"|"GEO-BIOLOGICA"|"7.1"
"VBPS00101A"|"CHIMICO-FARMACEUTICA"|"7.1"
"VBPS00101A"|"LETTERARIA"|"3.6"
"VBPS00101A"|"PSICOLOGICA"|"3.6"
"VBPS00101A"|"GIURIDICA"|"3.6"
"VBPS00101A"|"LINGUISTICA"|"7.1"
"VBPS00101A"|"MEDICA"|"10.7"
"VBPS00101A"|"ARCHITETTURA"|"7.1"
"VBPS00101A"|"AGRARIO"|"3.6"
"VBPS02000P"|"INGEGNERIA"|"16.2"
"VBPS02000P"|"ECONOMICO-STATISTICA"|"5.4"
"VBPS02000P"|"SCIENTIFICA"|"4.1"
"VBPS02000P"|"POLITICO-SOCIALE"|"6.8"
"VBPS02000P"|"GEO-BIOLOGICA"|"5.4"
"VBPS02000P"|"CHIMICO-FARMACEUTICA"|"6.8"
"VBPS02000P"|"EDUCAZIONE FISICA"|"1.4"
"VBPS02000P"|"LETTERARIA"|"10.8"
"VBPS02000P"|"GIURIDICA"|"18.9"
"VBPS02000P"|"LINGUISTICA"|"4.1"
"VBPS02000P"|"MEDICA"|"10.8"
"VBPS02000P"|"ARCHITETTURA"|"8.1"
"VBPS02000P"|"AGRARIO"|"1.4"
"VBPS030009"|"INGEGNERIA"|"17.5"
"VBPS030009"|"ECONOMICO-STATISTICA"|"7.5"
"VBPS030009"|"SCIENTIFICA"|"2.5"
"VBPS030009"|"POLITICO-SOCIALE"|"5.8"
"VBPS030009"|"GEO-BIOLOGICA"|"5"
"VBPS030009"|"CHIMICO-FARMACEUTICA"|"4.2"
"VBPS030009"|"EDUCAZIONE FISICA"|"1.7"
"VBPS030009"|"LETTERARIA"|"9.2"
"VBPS030009"|"PSICOLOGICA"|"4.2"
"VBPS030009"|"GIURIDICA"|"5"
"VBPS030009"|"LINGUISTICA"|"10"
"VBPS030009"|"MEDICA"|"13.3"
"VBPS030009"|"ARCHITETTURA"|"5.8"
"VBPS030009"|"AGRARIO"|"3.3"
"VBPS030009"|"INSEGNAMENTO"|"5"
"VBRA01000N"|"ECONOMICO-STATISTICA"|"20"
"VBRA01000N"|"GEO-BIOLOGICA"|"20"
"VBRA01000N"|"LETTERARIA"|"40"
"VBRA01000N"|"AGRARIO"|"20"
"VBRC00201P"|"POLITICO-SOCIALE"|"33.3"
"VBRC00201P"|"GIURIDICA"|"33.3"
"VBRC00201P"|"AGRARIO"|"33.3"
"VBRH01000T"|"POLITICO-SOCIALE"|"12.5"
"VBRH01000T"|"GEO-BIOLOGICA"|"12.5"
"VBRH01000T"|"GIURIDICA"|"12.5"
"VBRH01000T"|"LINGUISTICA"|"12.5"
"VBRH01000T"|"AGRARIO"|"50"
"VBSL001017"|"INGEGNERIA"|"10"
"VBSL001017"|"POLITICO-SOCIALE"|"10"
"VBSL001017"|"GEO-BIOLOGICA"|"10"
"VBSL001017"|"CHIMICO-FARMACEUTICA"|"10"
"VBSL001017"|"LETTERARIA"|"20"
"VBSL001017"|"LINGUISTICA"|"10"
"VBSL001017"|"ARCHITETTURA"|"20"
"VBSL001017"|"INSEGNAMENTO"|"10"
"VBTD002012"|"INGEGNERIA"|"6.7"
"VBTD002012"|"ECONOMICO-STATISTICA"|"53.3"
"VBTD002012"|"SCIENTIFICA"|"6.7"
"VBTD002012"|"GIURIDICA"|"6.7"
"VBTD002012"|"LINGUISTICA"|"20"
"VBTD002012"|"ARCHITETTURA"|"6.7"
"VBTD00401N"|"INGEGNERIA"|"5.6"
"VBTD00401N"|"ECONOMICO-STATISTICA"|"38.9"
"VBTD00401N"|"POLITICO-SOCIALE"|"22.2"
"VBTD00401N"|"LETTERARIA"|"11.1"
"VBTD00401N"|"GIURIDICA"|"11.1"
"VBTD00401N"|"LINGUISTICA"|"11.1"
"VBTD02000E"|"INGEGNERIA"|"20"
"VBTD02000E"|"ECONOMICO-STATISTICA"|"13.3"
"VBTD02000E"|"SCIENTIFICA"|"3.3"
"VBTD02000E"|"POLITICO-SOCIALE"|"13.3"
"VBTD02000E"|"GEO-BIOLOGICA"|"3.3"
"VBTD02000E"|"CHIMICO-FARMACEUTICA"|"3.3"
"VBTD02000E"|"LETTERARIA"|"16.7"
"VBTD02000E"|"GIURIDICA"|"3.3"
"VBTD02000E"|"LINGUISTICA"|"13.3"
"VBTD02000E"|"ARCHITETTURA"|"10"
"VBTF003014"|"INGEGNERIA"|"41.7"
"VBTF003014"|"ECONOMICO-STATISTICA"|"16.7"
"VBTF003014"|"GEO-BIOLOGICA"|"25"
"VBTF003014"|"MEDICA"|"8.3"
"VBTF003014"|"AGRARIO"|"8.3"
"VBTF010006"|"INGEGNERIA"|"12.8"
"VBTF010006"|"ECONOMICO-STATISTICA"|"5.1"
"VBTF010006"|"SCIENTIFICA"|"2.6"
"VBTF010006"|"POLITICO-SOCIALE"|"10.3"
"VBTF010006"|"GEO-BIOLOGICA"|"3.8"
"VBTF010006"|"CHIMICO-FARMACEUTICA"|"7.7"
"VBTF010006"|"EDUCAZIONE FISICA"|"1.3"
"VBTF010006"|"LETTERARIA"|"5.1"
"VBTF010006"|"PSICOLOGICA"|"3.8"
"VBTF010006"|"GIURIDICA"|"5.1"
"VBTF010006"|"LINGUISTICA"|"16.7"
"VBTF010006"|"MEDICA"|"15.4"
"VBTF010006"|"ARCHITETTURA"|"1.3"
"VBTF010006"|"AGRARIO"|"2.6"
"VBTF010006"|"INSEGNAMENTO"|"6.4"
"VCPC00101T"|"INGEGNERIA"|"2.4"
"VCPC00101T"|"ECONOMICO-STATISTICA"|"14.3"
"VCPC00101T"|"POLITICO-SOCIALE"|"7.1"
"VCPC00101T"|"GEO-BIOLOGICA"|"11.9"
"VCPC00101T"|"CHIMICO-FARMACEUTICA"|"9.5"
"VCPC00101T"|"LETTERARIA"|"7.1"
"VCPC00101T"|"PSICOLOGICA"|"4.8"
"VCPC00101T"|"GIURIDICA"|"19"
"VCPC00101T"|"LINGUISTICA"|"7.1"
"VCPC00101T"|"MEDICA"|"11.9"
"VCPC00101T"|"AGRARIO"|"2.4"
"VCPC00101T"|"INSEGNAMENTO"|"2.4"
"VCPC00701R"|"ECONOMICO-STATISTICA"|"6.7"
"VCPC00701R"|"SCIENTIFICA"|"6.7"
"VCPC00701R"|"POLITICO-SOCIALE"|"10"
"VCPC00701R"|"GEO-BIOLOGICA"|"6.7"
"VCPC00701R"|"EDUCAZIONE FISICA"|"6.7"
"VCPC00701R"|"LETTERARIA"|"16.7"
"VCPC00701R"|"GIURIDICA"|"26.7"
"VCPC00701R"|"LINGUISTICA"|"16.7"
"VCPC00701R"|"INSEGNAMENTO"|"3.3"
"VCPM001012"|"INGEGNERIA"|"3.2"
"VCPM001012"|"ECONOMICO-STATISTICA"|"4.8"
"VCPM001012"|"POLITICO-SOCIALE"|"20.6"
"VCPM001012"|"GEO-BIOLOGICA"|"3.2"
"VCPM001012"|"CHIMICO-FARMACEUTICA"|"1.6"
"VCPM001012"|"EDUCAZIONE FISICA"|"3.2"
"VCPM001012"|"LETTERARIA"|"6.3"
"VCPM001012"|"PSICOLOGICA"|"1.6"
"VCPM001012"|"GIURIDICA"|"14.3"
"VCPM001012"|"LINGUISTICA"|"14.3"
"VCPM001012"|"MEDICA"|"9.5"
"VCPM001012"|"ARCHITETTURA"|"1.6"
"VCPM001012"|"AGRARIO"|"1.6"
"VCPM001012"|"INSEGNAMENTO"|"14.3"
"VCPS01000P"|"INGEGNERIA"|"14.9"
"VCPS01000P"|"ECONOMICO-STATISTICA"|"10.4"
"VCPS01000P"|"SCIENTIFICA"|"5.2"
"VCPS01000P"|"POLITICO-SOCIALE"|"5.2"
"VCPS01000P"|"GEO-BIOLOGICA"|"6.7"
"VCPS01000P"|"CHIMICO-FARMACEUTICA"|"12.7"
"VCPS01000P"|"EDUCAZIONE FISICA"|"1.5"
"VCPS01000P"|"PSICOLOGICA"|".7"
"VCPS01000P"|"GIURIDICA"|"9"
"VCPS01000P"|"LINGUISTICA"|"3"
"VCPS01000P"|"MEDICA"|"14.9"
"VCPS01000P"|"ARCHITETTURA"|"8.2"
"VCPS01000P"|"AGRARIO"|"7.5"
"VCPS01701E"|"INGEGNERIA"|"28"
"VCPS01701E"|"ECONOMICO-STATISTICA"|"10"
"VCPS01701E"|"SCIENTIFICA"|"4"
"VCPS01701E"|"POLITICO-SOCIALE"|"2"
"VCPS01701E"|"GEO-BIOLOGICA"|"8"
"VCPS01701E"|"CHIMICO-FARMACEUTICA"|"8"
"VCPS01701E"|"LETTERARIA"|"4"
"VCPS01701E"|"PSICOLOGICA"|"4"
"VCPS01701E"|"GIURIDICA"|"6"
"VCPS01701E"|"LINGUISTICA"|"2"
"VCPS01701E"|"MEDICA"|"16"
"VCPS01701E"|"ARCHITETTURA"|"4"
"VCPS01701E"|"AGRARIO"|"2"
"VCPS01701E"|"INSEGNAMENTO"|"2"
"VCRC01301Q"|"INGEGNERIA"|"9.1"
"VCRC01301Q"|"POLITICO-SOCIALE"|"54.5"
"VCRC01301Q"|"GIURIDICA"|"9.1"
"VCRC01301Q"|"LINGUISTICA"|"9.1"
"VCRC01301Q"|"MEDICA"|"9.1"
"VCRC01301Q"|"INSEGNAMENTO"|"9.1"
"VCRH012015"|"ECONOMICO-STATISTICA"|"25"
"VCRH012015"|"SCIENTIFICA"|"25"
"VCRH012015"|"GEO-BIOLOGICA"|"25"
"VCRH012015"|"AGRARIO"|"25"
"VCRH040008"|"GEO-BIOLOGICA"|"33.3"
"VCRH040008"|"GIURIDICA"|"33.3"
"VCRH040008"|"LINGUISTICA"|"33.3"
"VCRH040019"|"POLITICO-SOCIALE"|"20"
"VCRH040019"|"GEO-BIOLOGICA"|"20"
"VCRH040019"|"AGRARIO"|"60"
"VCRI030005"|"INGEGNERIA"|"25"
"VCRI030005"|"ECONOMICO-STATISTICA"|"8.3"
"VCRI030005"|"POLITICO-SOCIALE"|"16.7"
"VCRI030005"|"GEO-BIOLOGICA"|"25"
"VCRI030005"|"CHIMICO-FARMACEUTICA"|"8.3"
"VCRI030005"|"LETTERARIA"|"8.3"
"VCRI030005"|"GIURIDICA"|"8.3"
"VCSL00101T"|"ECONOMICO-STATISTICA"|"10"
"VCSL00101T"|"GEO-BIOLOGICA"|"10"
"VCSL00101T"|"LETTERARIA"|"10"
"VCSL00101T"|"ARCHITETTURA"|"50"
"VCSL00101T"|"AGRARIO"|"20"
"VCSL00701R"|"POLITICO-SOCIALE"|"25"
"VCSL00701R"|"GEO-BIOLOGICA"|"25"
"VCSL00701R"|"LETTERARIA"|"25"
"VCSL00701R"|"ARCHITETTURA"|"25"
"VCTA01201R"|"POLITICO-SOCIALE"|"6.7"
"VCTA01201R"|"CHIMICO-FARMACEUTICA"|"6.7"
"VCTA01201R"|"LINGUISTICA"|"6.7"
"VCTA01201R"|"MEDICA"|"13.3"
"VCTA01201R"|"ARCHITETTURA"|"6.7"
"VCTA01201R"|"AGRARIO"|"60"
"VCTD00701Q"|"INGEGNERIA"|"20"
"VCTD00701Q"|"ECONOMICO-STATISTICA"|"20"
"VCTD00701Q"|"GIURIDICA"|"60"
"VCTD013013"|"INGEGNERIA"|"7.9"
"VCTD013013"|"ECONOMICO-STATISTICA"|"55.3"
"VCTD013013"|"POLITICO-SOCIALE"|"13.2"
"VCTD013013"|"CHIMICO-FARMACEUTICA"|"2.6"
"VCTD013013"|"EDUCAZIONE FISICA"|"5.3"
"VCTD013013"|"GIURIDICA"|"7.9"
"VCTD013013"|"LINGUISTICA"|"2.6"
"VCTD013013"|"MEDICA"|"2.6"
"VCTD013013"|"INSEGNAMENTO"|"2.6"
"VCTD01701A"|"INGEGNERIA"|"10"
"VCTD01701A"|"ECONOMICO-STATISTICA"|"10"
"VCTD01701A"|"EDUCAZIONE FISICA"|"10"
"VCTD01701A"|"LETTERARIA"|"10"
"VCTD01701A"|"ARCHITETTURA"|"60"
"VCTD018016"|"INGEGNERIA"|"38.1"
"VCTD018016"|"ECONOMICO-STATISTICA"|"28.6"
"VCTD018016"|"POLITICO-SOCIALE"|"4.8"
"VCTD018016"|"GEO-BIOLOGICA"|"4.8"
"VCTD018016"|"LETTERARIA"|"4.8"
"VCTD018016"|"GIURIDICA"|"14.3"
"VCTD018016"|"ARCHITETTURA"|"4.8"
"VCTD018027"|"ECONOMICO-STATISTICA"|"28.6"
"VCTD018027"|"POLITICO-SOCIALE"|"14.3"
"VCTD018027"|"CHIMICO-FARMACEUTICA"|"14.3"
"VCTD018027"|"GIURIDICA"|"14.3"
"VCTD018027"|"MEDICA"|"14.3"
"VCTD018027"|"ARCHITETTURA"|"14.3"
"VCTF01601R"|"INGEGNERIA"|"14.3"
"VCTF01601R"|"ECONOMICO-STATISTICA"|"14.3"
"VCTF01601R"|"POLITICO-SOCIALE"|"28.6"
"VCTF01601R"|"GEO-BIOLOGICA"|"7.1"
"VCTF01601R"|"CHIMICO-FARMACEUTICA"|"14.3"
"VCTF01601R"|"EDUCAZIONE FISICA"|"14.3"
"VCTF01601R"|"MEDICA"|"7.1"
"VCTF01801C"|"INGEGNERIA"|"44.4"
"VCTF01801C"|"SCIENTIFICA"|"22.2"
"VCTF01801C"|"MEDICA"|"11.1"
"VCTF01801C"|"INSEGNAMENTO"|"22.2"
"VCTF02000B"|"INGEGNERIA"|"20"
"VCTF02000B"|"ECONOMICO-STATISTICA"|"6.7"
"VCTF02000B"|"SCIENTIFICA"|"26.7"
"VCTF02000B"|"POLITICO-SOCIALE"|"3.3"
"VCTF02000B"|"GEO-BIOLOGICA"|"10"
"VCTF02000B"|"CHIMICO-FARMACEUTICA"|"26.7"
"VCTF02000B"|"MEDICA"|"3.3"
"VCTF02000B"|"AGRARIO"|"3.3"
"VEPC001013"|"INGEGNERIA"|"10.4"
"VEPC001013"|"ECONOMICO-STATISTICA"|"4.2"
"VEPC001013"|"SCIENTIFICA"|"2.1"
"VEPC001013"|"POLITICO-SOCIALE"|"10.4"
"VEPC001013"|"GEO-BIOLOGICA"|"6.3"
"VEPC001013"|"CHIMICO-FARMACEUTICA"|"2.1"
"VEPC001013"|"LETTERARIA"|"29.2"
"VEPC001013"|"PSICOLOGICA"|"2.1"
"VEPC001013"|"GIURIDICA"|"20.8"
"VEPC001013"|"LINGUISTICA"|"4.2"
"VEPC001013"|"MEDICA"|"4.2"
"VEPC001013"|"ARCHITETTURA"|"2.1"
"VEPC001013"|"AGRARIO"|"2.1"
"VEPC00301P"|"ECONOMICO-STATISTICA"|"12.8"
"VEPC00301P"|"SCIENTIFICA"|"1.3"
"VEPC00301P"|"POLITICO-SOCIALE"|"9"
"VEPC00301P"|"GEO-BIOLOGICA"|"2.6"
"VEPC00301P"|"EDUCAZIONE FISICA"|"2.6"
"VEPC00301P"|"LETTERARIA"|"20.5"
"VEPC00301P"|"PSICOLOGICA"|"2.6"
"VEPC00301P"|"GIURIDICA"|"9"
"VEPC00301P"|"LINGUISTICA"|"28.2"
"VEPC00301P"|"MEDICA"|"5.1"
"VEPC00301P"|"AGRARIO"|"2.6"
"VEPC00301P"|"INSEGNAMENTO"|"3.8"
"VEPC01000R"|"INGEGNERIA"|"6.9"
"VEPC01000R"|"ECONOMICO-STATISTICA"|"13.9"
"VEPC01000R"|"SCIENTIFICA"|"2.8"
"VEPC01000R"|"POLITICO-SOCIALE"|"5.6"
"VEPC01000R"|"GEO-BIOLOGICA"|"4.2"
"VEPC01000R"|"CHIMICO-FARMACEUTICA"|"1.4"
"VEPC01000R"|"LETTERARIA"|"13.9"
"VEPC01000R"|"PSICOLOGICA"|"4.2"
"VEPC01000R"|"GIURIDICA"|"29.2"
"VEPC01000R"|"LINGUISTICA"|"6.9"
"VEPC01000R"|"MEDICA"|"5.6"
"VEPC01000R"|"ARCHITETTURA"|"5.6"
"VEPC04000L"|"INGEGNERIA"|"1.1"
"VEPC04000L"|"ECONOMICO-STATISTICA"|"5.7"
"VEPC04000L"|"SCIENTIFICA"|"2.3"
"VEPC04000L"|"POLITICO-SOCIALE"|"4.6"
"VEPC04000L"|"GEO-BIOLOGICA"|"1.1"
"VEPC04000L"|"CHIMICO-FARMACEUTICA"|"2.3"
"VEPC04000L"|"LETTERARIA"|"17.2"
"VEPC04000L"|"PSICOLOGICA"|"2.3"
"VEPC04000L"|"GIURIDICA"|"32.2"
"VEPC04000L"|"LINGUISTICA"|"9.2"
"VEPC04000L"|"MEDICA"|"13.8"
"VEPC04000L"|"ARCHITETTURA"|"5.7"
"VEPC04000L"|"INSEGNAMENTO"|"2.3"
"VEPC050007"|"INGEGNERIA"|"13.8"
"VEPC050007"|"ECONOMICO-STATISTICA"|"18.1"
"VEPC050007"|"SCIENTIFICA"|"4.3"
"VEPC050007"|"POLITICO-SOCIALE"|"8"
"VEPC050007"|"GEO-BIOLOGICA"|"8.7"
"VEPC050007"|"CHIMICO-FARMACEUTICA"|"5.1"
"VEPC050007"|"EDUCAZIONE FISICA"|"1.4"
"VEPC050007"|"LETTERARIA"|"6.5"
"VEPC050007"|"PSICOLOGICA"|"1.4"
"VEPC050007"|"GIURIDICA"|"7.2"
"VEPC050007"|"LINGUISTICA"|"6.5"
"VEPC050007"|"MEDICA"|"9.4"
"VEPC050007"|"ARCHITETTURA"|"5.8"
"VEPC050007"|"AGRARIO"|"3.6"
"VEPC06000T"|"INGEGNERIA"|"5.7"
"VEPC06000T"|"ECONOMICO-STATISTICA"|"15.1"
"VEPC06000T"|"SCIENTIFICA"|"2.8"
"VEPC06000T"|"POLITICO-SOCIALE"|"7.5"
"VEPC06000T"|"GEO-BIOLOGICA"|"3.8"
"VEPC06000T"|"CHIMICO-FARMACEUTICA"|"4.7"
"VEPC06000T"|"EDUCAZIONE FISICA"|"2.8"
"VEPC06000T"|"LETTERARIA"|"11.3"
"VEPC06000T"|"PSICOLOGICA"|"5.7"
"VEPC06000T"|"GIURIDICA"|"5.7"
"VEPC06000T"|"LINGUISTICA"|"12.3"
"VEPC06000T"|"MEDICA"|"9.4"
"VEPC06000T"|"ARCHITETTURA"|"2.8"
"VEPC06000T"|"AGRARIO"|"5.7"
"VEPC06000T"|"INSEGNAMENTO"|"4.7"
"VEPM001017"|"POLITICO-SOCIALE"|"15"
"VEPM001017"|"GEO-BIOLOGICA"|"5"
"VEPM001017"|"LETTERARIA"|"5"
"VEPM001017"|"PSICOLOGICA"|"10"
"VEPM001017"|"GIURIDICA"|"10"
"VEPM001017"|"LINGUISTICA"|"45"
"VEPM001017"|"MEDICA"|"5"
"VEPM001017"|"INSEGNAMENTO"|"5"
"VEPM002013"|"ECONOMICO-STATISTICA"|"3.7"
"VEPM002013"|"SCIENTIFICA"|"3.7"
"VEPM002013"|"POLITICO-SOCIALE"|"3.7"
"VEPM002013"|"GEO-BIOLOGICA"|"3.7"
"VEPM002013"|"CHIMICO-FARMACEUTICA"|"3.7"
"VEPM002013"|"PSICOLOGICA"|"3.7"
"VEPM002013"|"GIURIDICA"|"11.1"
"VEPM002013"|"LINGUISTICA"|"25.9"
"VEPM002013"|"MEDICA"|"7.4"
"VEPM002013"|"AGRARIO"|"3.7"
"VEPM002013"|"INSEGNAMENTO"|"29.6"
"VEPM02000G"|"INGEGNERIA"|"6.2"
"VEPM02000G"|"ECONOMICO-STATISTICA"|"5.3"
"VEPM02000G"|"SCIENTIFICA"|"1.8"
"VEPM02000G"|"POLITICO-SOCIALE"|"15.9"
"VEPM02000G"|"GEO-BIOLOGICA"|"8"
"VEPM02000G"|"CHIMICO-FARMACEUTICA"|"3.5"
"VEPM02000G"|"LETTERARIA"|"6.2"
"VEPM02000G"|"PSICOLOGICA"|"3.5"
"VEPM02000G"|"GIURIDICA"|"3.5"
"VEPM02000G"|"LINGUISTICA"|"9.7"
"VEPM02000G"|"MEDICA"|"11.5"
"VEPM02000G"|"AGRARIO"|"12.4"
"VEPM02000G"|"INSEGNAMENTO"|"12.4"
"VEPM030006"|"ECONOMICO-STATISTICA"|"12.3"
"VEPM030006"|"SCIENTIFICA"|"1.2"
"VEPM030006"|"POLITICO-SOCIALE"|"16"
"VEPM030006"|"GEO-BIOLOGICA"|"1.2"
"VEPM030006"|"CHIMICO-FARMACEUTICA"|"2.5"
"VEPM030006"|"LETTERARIA"|"1.2"
"VEPM030006"|"PSICOLOGICA"|"2.5"
"VEPM030006"|"GIURIDICA"|"12.3"
"VEPM030006"|"LINGUISTICA"|"19.8"
"VEPM030006"|"MEDICA"|"7.4"
"VEPM030006"|"ARCHITETTURA"|"1.2"
"VEPM030006"|"AGRARIO"|"1.2"
"VEPM030006"|"INSEGNAMENTO"|"21"
"VEPS002012"|"INGEGNERIA"|"12.5"
"VEPS002012"|"ECONOMICO-STATISTICA"|"14.8"
"VEPS002012"|"SCIENTIFICA"|"1.1"
"VEPS002012"|"POLITICO-SOCIALE"|"4.5"
"VEPS002012"|"GEO-BIOLOGICA"|"2.3"
"VEPS002012"|"CHIMICO-FARMACEUTICA"|"4.5"
"VEPS002012"|"EDUCAZIONE FISICA"|"2.3"
"VEPS002012"|"LETTERARIA"|"3.4"
"VEPS002012"|"GIURIDICA"|"19.3"
"VEPS002012"|"LINGUISTICA"|"9.1"
"VEPS002012"|"MEDICA"|"14.8"
"VEPS002012"|"ARCHITETTURA"|"3.4"
"VEPS002012"|"AGRARIO"|"8"
"VEPS00301T"|"INGEGNERIA"|"22"
"VEPS00301T"|"ECONOMICO-STATISTICA"|"12.7"
"VEPS00301T"|"SCIENTIFICA"|"2"
"VEPS00301T"|"POLITICO-SOCIALE"|"2.7"
"VEPS00301T"|"GEO-BIOLOGICA"|"10.7"
"VEPS00301T"|"CHIMICO-FARMACEUTICA"|"6.7"
"VEPS00301T"|"EDUCAZIONE FISICA"|".7"
"VEPS00301T"|"LETTERARIA"|"5.3"
"VEPS00301T"|"PSICOLOGICA"|"3.3"
"VEPS00301T"|"GIURIDICA"|"6"
"VEPS00301T"|"LINGUISTICA"|"6.7"
"VEPS00301T"|"MEDICA"|"9.3"
"VEPS00301T"|"ARCHITETTURA"|"6"
"VEPS00301T"|"AGRARIO"|"4"
"VEPS00301T"|"INSEGNAMENTO"|"2"
"VEPS01000X"|"INGEGNERIA"|"13.7"
"VEPS01000X"|"ECONOMICO-STATISTICA"|"11"
"VEPS01000X"|"SCIENTIFICA"|"5.5"
"VEPS01000X"|"POLITICO-SOCIALE"|"2.7"
"VEPS01000X"|"GEO-BIOLOGICA"|"9.6"
"VEPS01000X"|"CHIMICO-FARMACEUTICA"|"16.4"
"VEPS01000X"|"EDUCAZIONE FISICA"|"2.7"
"VEPS01000X"|"LETTERARIA"|"5.5"
"VEPS01000X"|"PSICOLOGICA"|"2.7"
"VEPS01000X"|"GIURIDICA"|"9.6"
"VEPS01000X"|"LINGUISTICA"|"9.6"
"VEPS01000X"|"MEDICA"|"4.1"
"VEPS01000X"|"ARCHITETTURA"|"2.7"
"VEPS01000X"|"AGRARIO"|"2.7"
"VEPS01000X"|"INSEGNAMENTO"|"1.4"
"VEPS02000E"|"INGEGNERIA"|"12.9"
"VEPS02000E"|"ECONOMICO-STATISTICA"|"30.9"
"VEPS02000E"|"SCIENTIFICA"|"3.6"
"VEPS02000E"|"POLITICO-SOCIALE"|"4.1"
"VEPS02000E"|"GEO-BIOLOGICA"|"8.8"
"VEPS02000E"|"CHIMICO-FARMACEUTICA"|"4.1"
"VEPS02000E"|"EDUCAZIONE FISICA"|".5"
"VEPS02000E"|"LETTERARIA"|"3.6"
"VEPS02000E"|"PSICOLOGICA"|"1"
"VEPS02000E"|"GIURIDICA"|"4.6"
"VEPS02000E"|"LINGUISTICA"|"5.2"
"VEPS02000E"|"MEDICA"|"8.2"
"VEPS02000E"|"ARCHITETTURA"|"7.7"
"VEPS02000E"|"AGRARIO"|"3.6"
"VEPS02000E"|"INSEGNAMENTO"|"1"
"VEPS04000Q"|"INGEGNERIA"|"24"
"VEPS04000Q"|"ECONOMICO-STATISTICA"|"12.4"
"VEPS04000Q"|"SCIENTIFICA"|"2.5"
"VEPS04000Q"|"POLITICO-SOCIALE"|".8"
"VEPS04000Q"|"GEO-BIOLOGICA"|"9.1"
"VEPS04000Q"|"CHIMICO-FARMACEUTICA"|"9.1"
"VEPS04000Q"|"EDUCAZIONE FISICA"|"1.7"
"VEPS04000Q"|"LETTERARIA"|".8"
"VEPS04000Q"|"PSICOLOGICA"|"1.7"
"VEPS04000Q"|"GIURIDICA"|"11.6"
"VEPS04000Q"|"LINGUISTICA"|"4.1"
"VEPS04000Q"|"MEDICA"|"13.2"
"VEPS04000Q"|"ARCHITETTURA"|"3.3"
"VEPS04000Q"|"AGRARIO"|"4.1"
"VEPS04000Q"|"INSEGNAMENTO"|"1.7"
"VEPS05000A"|"INGEGNERIA"|"19.5"
"VEPS05000A"|"ECONOMICO-STATISTICA"|"17.7"
"VEPS05000A"|"SCIENTIFICA"|"7.1"
"VEPS05000A"|"POLITICO-SOCIALE"|".9"
"VEPS05000A"|"GEO-BIOLOGICA"|"5.3"
"VEPS05000A"|"CHIMICO-FARMACEUTICA"|".9"
"VEPS05000A"|"EDUCAZIONE FISICA"|".9"
"VEPS05000A"|"LETTERARIA"|"4.4"
"VEPS05000A"|"PSICOLOGICA"|"1.8"
"VEPS05000A"|"GIURIDICA"|"7.1"
"VEPS05000A"|"LINGUISTICA"|"4.4"
"VEPS05000A"|"MEDICA"|"20.4"
"VEPS05000A"|"ARCHITETTURA"|"8"
"VEPS05000A"|"AGRARIO"|".9"
"VEPS05000A"|"INSEGNAMENTO"|".9"
"VEPS07000G"|"INGEGNERIA"|"21.6"
"VEPS07000G"|"ECONOMICO-STATISTICA"|"12.3"
"VEPS07000G"|"SCIENTIFICA"|"3.7"
"VEPS07000G"|"POLITICO-SOCIALE"|"5.6"
"VEPS07000G"|"GEO-BIOLOGICA"|"7.4"
"VEPS07000G"|"CHIMICO-FARMACEUTICA"|"4.3"
"VEPS07000G"|"LETTERARIA"|"4.9"
"VEPS07000G"|"PSICOLOGICA"|"3.1"
"VEPS07000G"|"GIURIDICA"|"6.2"
"VEPS07000G"|"LINGUISTICA"|"5.6"
"VEPS07000G"|"MEDICA"|"10.5"
"VEPS07000G"|"ARCHITETTURA"|"2.5"
"VEPS07000G"|"AGRARIO"|"4.3"
"VEPS07000G"|"INSEGNAMENTO"|"8"
"VERA00701P"|"SCIENTIFICA"|"11.1"
"VERA00701P"|"GEO-BIOLOGICA"|"22.2"
